DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,ITN_Coverage_2000,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,ITN_Coverage_2020,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Incidence_2020,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Malaria_Prevalence_2020,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
ZZ201500000035,ZZGE61FL,ZZ,2015,35,ZZ2015DHS,125.5252914,131.6988068,131.1615143,140.5032806,157.1804199,51.49811172,44.29071045,53.32712173,56.3779068,64.31289673,20.11255074,20.34732628,20.58296204,20.170578,20.42171288,10.99467659,10.69539928,10.93532944,9.813454628,9.614525795,1,1969.444336,0.391808629,0.40446046,0.428283483,0.389404446,0.413954407,0.012644676,0.046510417,0.022705439,0.027515912,0.013579282,27.83867836,13,0,0.009976294,0.01110316,0.213105455,0.45614332,0.124902435,15.59351063,16.28360748,16.43202019,15.43473434,16.07959747,0.085989259,21.21796799,1.032304764,1.036135554,0.02562904,0.37207979,0.284775704,0.268873751,0.221070245,0.161369577,0.342030019,0.227024898,0.213835701,0.15962413,0.110629626,22.34079933,22.95337105,22.54784393,21.51796913,21.13459206,16.82647705,17.57614326,17.04908752,16.58588028,16.29591942,11.34612274,12.25797272,11.6125145,11.70451355,11.52006721,0,11.07446957,12.21988678,12.28107643,10.69888878,11.73748398,2.577633142,2.799508095,2.75473094,2.566912651,2.552401781,132.7432556,123.9922028,146.9018707,144.7171631,164.152359,1794.501465,1616.738892,1602.766479,1820.943604,1557.079102,16.84661293,16.8792038,16.83355904,16.80401039,16.64656067,16.06277657,16.09214592,16.7712326,17.2358532,17.0378933,16.57242393,16.73784065,264.2392578,22.31384659,24.646595,25.3892746,27.22938347,28.8872509,620.3491821,702.9119263,792.4651489,879.0627441,957.8041992,28.88423729,32.72846222,36.89817429,40.93026733,44.59656906,15.47629547,14.8813858,17.1482563,16.56837463,17.55951691
ZZ201500000036,ZZGE61FL,ZZ,2015,36,ZZ2015DHS,348.4459839,278.0319824,379.8648376,515.0898438,645.0992432,30.29917908,28.04817772,27.39575005,34.56967545,35.32327652,31.22476006,29.48516273,30.84375,29.23505783,30.09231186,12.78700829,12.47254086,12.71339703,11.60638046,11.57478333,NA,536.1308594,0.378933787,0.396009386,0.39526549,0.411858261,0.422014147,0,0,0,0,0,27.46077347,11,0,0.044065762,0.03882153,0.276724011,0.457982332,0.560920179,25.49772072,25.00706673,25.7786808,24.89260674,25.4566803,0.00350884,6.002597809,0.460501164,0.360513538,0.004901747,0.529560268,0.561502457,0.551701427,0.541500151,0.386485487,0.651745677,0.745712757,0.696620226,0.636580944,0.396522433,31.62125397,32.38319016,31.81210899,30.90125847,30.32620049,25.21063423,26.12501526,25.4337101,25.07327843,24.51925659,18.83424568,19.91064835,19.09871292,19.29487991,18.75141907,0,19.77068138,20.52896881,20.7136116,20.55015564,20.82105064,3.350144625,3.606655121,3.577083349,3.294097185,3.225072384,101.5066223,101.1601028,97.99687958,113.8758698,113.9201279,1409.603882,1337.29895,1200.901733,1530.191528,1325.14624,24.05156326,24.38598824,24.69476891,24.67303467,24.95715141,24.2946434,24.2509594,24.90444183,24.87620163,24.35966492,23.81627083,23.90684128,144.7421875,62.854702,51.33009338,66.61446381,94.64237976,112.5265045,284.9841919,330.9220581,382.335968,434.635376,485.3132629,13.29174232,15.43429756,17.83225632,20.27151489,22.63514709,10.11990547,9.856498718,11.11489773,11.04447269,11.04587555
ZZ201500000037,ZZGE61FL,ZZ,2015,37,ZZ2015DHS,1935.451172,2266.76001,1806.595703,2771.474854,3804.977539,32.8706665,30.42292976,29.7715168,36.31750107,37.25978088,29.59046745,28.66680527,28.99200249,28.76450157,28.99326134,12.42327881,12.10052109,12.3561058,11.3983078,11.25052071,NA,570.0839844,0.444184273,0.455029994,0.474703819,0.488786429,0.480391532,0,0,0,0,0,34.62586212,11,0,0.03855624,0.040841907,0.28134948,0.488231957,0.597132921,24.47354698,24.50608253,24.90365791,24.84146881,24.99329376,0.001207073,11.11161232,0.674977839,0.389187336,0.007694751,0.497372746,0.5256235,0.488889396,0.485454023,0.323512167,0.555263042,0.594171762,0.556318402,0.504949331,0.306539744,31.75831985,32.37624359,32.02991867,31.29399681,30.70905685,25.52783585,26.29923248,25.82879066,25.57131004,25.05723381,19.33504105,20.27572441,19.67381477,19.89568901,19.45853615,0,19.35662842,20.3453598,20.81531143,20.91843796,20.99332619,3.252459526,3.486574173,3.50766778,3.246556759,3.164453268,106.9105072,106.0718079,104.4285889,117.9068298,117.9068298,1371.015137,1333.166626,1223.737061,1381.396973,1248.452759,24.63430405,25.22748375,25.46429253,25.29018402,25.62251854,24.8959446,24.45730591,25.04268837,24.8779335,24.67875862,24.6947403,24.56608963,79.05957031,446.6487427,418.487793,445.0681763,509.2295837,663.7130737,478.8120728,555.9938965,642.3762207,730.2463379,815.3920898,22.32795334,25.92709351,29.95527077,34.05282974,38.02334213,10.060853,9.655796051,10.98895836,10.73056984,10.73056984
ZZ201500000038,ZZGE61FL,ZZ,2015,38,ZZ2015DHS,227.0912933,181.2767334,186.5909882,240.7818146,249.6183014,42.78023529,38.25877762,42.68499374,47.5585289,54.14460754,25.70231056,24.29229164,24.73614693,24.72315979,24.10440826,11.59179688,11.29470444,11.53520012,10.40108585,10.20073795,1,1802.34668,0.417133898,0.433173627,0.452058494,0.436327249,0.459406167,0.006319444,0.0090842,0.014218749,0.013033853,0.00750434,16.98600769,12,0,0.011748504,0.014901738,0.198735461,0.410878927,0.181085721,19.00147629,18.51251602,18.92592049,18.84328079,18.5577755,0.056452338,19.69084167,1.47906208,1.587750793,0.029948918,0.365347713,0.329139054,0.247903287,0.200179353,0.15020673,0.334177911,0.283198059,0.192847416,0.139732242,0.102053411,24.27756119,24.97816849,24.48706627,23.5026474,23.05776978,18.45941925,19.30160713,18.69405365,18.27178764,17.92308998,12.68576431,13.68346405,12.95186615,13.1015625,12.85703182,0,12.30064392,12.73274326,13.11569405,12.96340275,13.01114273,2.811545134,3.055772543,2.991276026,2.810590267,2.731250048,120.2785568,116.9101181,127.6825943,133.6675415,147.8824615,1691.108398,1492.628906,1421.572998,1791.623901,1575.587646,17.81343842,17.9770546,17.96477318,18.03011513,17.94942093,17.44844055,17.30953217,18.0489769,18.58254051,18.17217445,17.79079628,17.7809124,179.6005859,48.79769135,33.92478561,39.1084137,46.66325378,45.87585449,620.0385132,702.5599365,792.0682373,878.6224976,957.324585,28.88423729,32.72846603,36.89817047,40.93026733,44.59656906,14.55006504,14.09899235,16.1184845,15.72309017,16.47089386
ZZ201500000039,ZZGE61FL,ZZ,2015,39,ZZ2015DHS,1783.812256,1873.99646,1804.864868,2275.023682,2959.394043,37.95463181,33.97171783,35.37619781,40.99724579,41.97010422,26.61590958,26.36885452,26.84121513,26.41576385,27.4936142,11.97356796,11.52131081,11.87391472,10.77738762,10.69335938,NA,485.4384766,0.457089007,0.478381246,0.483918071,0.484003663,0.495593667,0,0,0,0,0,25.10517883,12,0,0.041387364,0.035284687,0.292216897,0.453730553,0.611308455,23.43062019,23.93565941,24.24326515,23.75324821,24.70845795,0.002606214,8.868844986,0.662281394,0.251779944,0.009277566,0.478222668,0.543035567,0.481946945,0.429299384,0.307987124,0.530643344,0.626983643,0.542670071,0.422976464,0.286137313,31.45651054,31.89145088,31.74631119,30.96137238,30.43841171,25.44262123,26.10642433,25.78719521,25.54592133,25.05876732,19.48294258,20.37014008,19.87239647,20.18398476,19.74505234,0,20.24533463,21.5024662,21.64531136,21.09073257,21.92329979,3.112109423,3.323871613,3.364496469,3.091406345,3.019748211,118.1189651,112.9176254,119.0230942,126.739151,126.739151,1423.103638,1416.625366,1273.999878,1408.686523,1241.247437,25.01140976,25.49664497,25.68678284,25.51328468,25.84039497,25.13150597,24.45940971,24.94235229,24.95786667,24.99006653,25.15732765,25.02235413,170.9511719,340.0767822,345.9760742,340.3500671,418.0118713,516.2155151,115.8845978,134.5645447,155.4712524,176.7380371,197.3454437,6.396691799,7.427802563,8.581828117,9.755728722,10.8932333,10.65712643,10.16541195,11.76420116,11.25355911,11.25355911
ZZ201500000040,ZZGE61FL,ZZ,2015,40,ZZ2015DHS,521.3070068,662.6829224,787.5249634,1292.976196,1684.82312,33.82840729,30.24240875,28.65858269,37.10952759,38.08106613,28.60426712,28.51600647,28.38294029,28.50600624,27.77545738,12.37024021,12.0675354,12.30037689,11.27530384,11.20295143,NA,555.3583984,0.409604788,0.398597389,0.433475792,0.425052136,0.448555529,0,0,0,0,0,27.80141068,11,0,0.045124382,0.04948445,0.284476399,0.448691428,0.579243124,23.90271568,24.59792328,24.54579926,24.50063705,24.31074905,0.000124314,7.557253838,0.714304924,0.360432744,0.007131204,0.458807319,0.483439326,0.428289771,0.457650274,0.288761973,0.502479136,0.504599512,0.455453396,0.454993159,0.265961468,31.63774681,32.27954483,31.89207268,31.05970764,30.51617622,25.43165588,26.21789742,25.71958923,25.40160561,24.89230347,19.26750565,20.21200752,19.59169579,19.78440475,19.31322289,0,19.20116425,20.67983818,20.70865822,20.49526596,20.84604263,3.229716539,3.467129707,3.48075819,3.214785814,3.132769108,109.2561646,104.8543549,99.75359344,119.2991943,119.2991867,1368.054077,1336.11084,1219.408936,1379.305908,1233.568115,24.71189499,25.21184158,25.4900856,25.30762482,25.66507912,24.97659302,24.56160736,25.10712242,25.00263214,24.74276924,24.7076683,24.60283279,61.13867188,107.7495499,122.344101,171.2808685,237.5708771,293.8885193,478.9491272,556.1530762,642.5601196,730.4553833,815.6254883,22.32795334,25.92709541,29.95527267,34.05282974,38.02334213,10.35951614,9.847374916,11.15590286,11.03864288,11.03864288
ZZ201500000041,ZZGE61FL,ZZ,2015,41,ZZ2015DHS,9568.78125,11243.93652,12210.72559,17423.19141,19872.67383,28.32276535,24.23647118,33.72063065,39.10963821,33.58377838,28.88045502,28.67694473,28.15993118,28.62979126,28.40312195,12.55225754,12.27287292,12.49700546,11.54483509,11.43763065,NA,1168.018555,0.424701899,0.449742526,0.49329564,0.462537706,0.485074639,0,0,0,0,0,28.60438347,15,0.089617416,0.022179585,0.016651787,0.223888621,0.755729973,0.68742919,22.54636383,22.90649223,22.99168396,22.75652695,22.92084885,1.930220246,316.7632446,15.18830776,57.89097595,6.502715588,0.471349359,0.315811485,0.241590708,0.137783512,0.182032764,0.433415562,0.253527641,0.173249364,0.080285199,0.128245041,27.41453934,28.04140663,27.93398476,26.91753387,26.57838631,21.11636353,21.87643242,21.65829086,21.12066078,20.83637238,14.86228371,15.76853371,15.43697929,15.37269974,15.14075565,0.018150194,16.21227264,17.13604164,17.82343674,16.88326454,17.43857765,3.047265768,3.272222281,3.226345539,2.899348974,2.998003483,86.30699158,79.30712128,108.7944031,113.3924942,100.684288,943.5875244,918.8372803,1213.485718,1114.817871,1104.309692,21.63912392,22.12742996,21.8427906,21.68886757,21.50091934,21.22360992,21.14539337,21.53891182,21.59050179,21.18387413,21.04351616,20.9494381,12.58203125,1872.627197,2206.814941,2335.886475,3184.117188,3470.300293,5661.431152,6522.342773,7484.590332,8506.545898,9588.53125,263.151947,303.168457,347.8951721,395.3972473,445.6895752,15.00759983,14.10828114,16.33510399,16.28568459,16.2631073
ZZ201500000042,ZZGE61FL,ZZ,2015,42,ZZ2015DHS,561.9152832,468.4321899,553.7808838,429.537262,496.2012939,46.30976868,39.92014694,49.00836945,50.9171257,58.67298508,19.01326942,18.91129684,19.1644783,19.24403954,18.58223343,11.31610203,11.0229454,11.25543976,10.15151882,9.914221764,1,2847.4375,0.335521787,0.374418736,0.390702277,0.381908327,0.405509531,0.011313656,0.046951678,0.019233217,0.024890045,0.01187934,21,13,0,0.005412306,0.005355873,0.20174402,0.368028164,0.050115272,12.25498104,12.87732697,13.20860577,12.40072346,12.33200264,0.199682131,99.2168045,3.786800385,3.341121912,0.134078801,0,0,0,0,0,0,0,0,0,0,23.32375526,23.91374397,23.54052353,22.55798721,22.15804482,17.65047836,18.3791523,17.88336182,17.45251846,17.17220879,12.00765324,12.89079857,12.28508472,12.40646744,12.2438221,0,5.496691704,6.843356133,7.2527318,5.557407379,6.081771851,2.704253435,2.920471668,2.883709431,2.702069044,2.67689538,125.2333527,116.5856628,141.3258972,137.5815887,157.0614471,1542.909058,1351.383179,1485.401489,1821.973022,1532.545532,13.09726238,13.09866238,13.12979698,12.81091595,12.54718971,12.06485748,12.22716141,12.92632866,13.27446365,13.03100395,13.00463009,13.03679943,97.03320313,105.5547791,87.66410828,109.3545837,83.24385834,91.19386292,2804.535889,3177.793701,3582.654541,3974.153564,4330.135742,130.56633,147.943512,166.7919769,185.0183716,201.5912628,15.51629639,14.93698597,17.21327782,16.61723518,17.73672485
ZZ201500000043,ZZGE61FL,ZZ,2015,43,ZZ2015DHS,39.30010605,42.83415985,51.02058411,51.71359253,55.21147537,36.40496826,31.13672066,42.85555649,41.86656189,44.24578094,24.72450638,25.27020836,25.50666618,25.55131912,25.87972832,11.92899323,11.66197968,11.88064289,10.61835957,10.79782963,NA,690.2080078,0.411195278,0.450564414,0.455475688,0.450446188,0.461772054,0,0,0,0,0,16.63766861,14,0,0.0246021,0.020810163,0.232287392,0.383608162,0.485424489,21.65831184,22.68165588,22.97328949,22.7784462,23.00893402,0.003597038,5.484414577,0.631683886,0.235340595,0.005955304,0.532554269,0.533322096,0.483089775,0.373329341,0.390982509,0.6592049,0.616199017,0.507929146,0.354672402,0.405572832,29.72322083,30.32413292,30.01193619,28.8748703,28.55716133,23.73398399,24.46575546,24.04748344,23.54392433,23.13181496,17.7942276,18.66215324,18.13129234,18.25651169,17.75933266,0,18.59211922,20.09310532,20.4399128,20.00557137,20.13814163,2.982899427,3.182855844,3.193576574,2.902647495,2.866580009,108.5923615,99.1036911,136.8625031,121.5238724,126.8340683,2298.33252,2147.999512,2485.310303,2502.663086,2216.914795,23.20943069,23.24526024,23.28853607,23.42251587,23.24232101,22.41304588,22.15281487,22.43422318,22.62123871,22.85365677,22.73060608,22.80862045,772.7666016,6.86994791,7.908015728,9.282597542,9.501832008,9.630695343,138.7063446,161.0650177,186.0889893,211.5439606,236.2096863,6.449550152,7.489181042,8.652742386,9.836344719,10.98324871,12.56351948,11.98889732,14.21263885,13.38584995,13.68389702
ZZ201500000044,ZZGE61FL,ZZ,2015,44,ZZ2015DHS,12506.96973,26732.26563,24829.54688,28444.64258,33757.78125,38.87215805,33.28881073,45.6751442,57.47246552,50.05194473,18.40416527,19.36486053,19.68498802,19.03179359,19.95220375,12.24855328,11.99596405,12.19123268,11.17528915,10.96276093,NA,2489.892578,0.465992957,0.493925333,0.496012509,0.518027961,0.545667529,0,0.000520833,6.36574040981941e-05,0.000270544,1.59143510245485e-05,50.18174362,14,0,0.00567961,0.003180498,0.142115563,0.091220647,0.326575518,13.9002533,14.61041641,15.10851288,14.04239559,15.42115974,0.002173558,0.711376786,0.031366896,0.046901915,0.001017398,0,0,0,0,0,0,0,0,0,0,24.80829048,25.53155518,25.09659958,23.97394371,23.73457718,18.66059113,19.51264381,18.97024155,18.36822891,18.22665024,12.55973721,13.53559017,12.90536785,12.79865456,12.77181721,35.51200485,9.396338463,9.85597229,10.53203678,9.052997589,10.89011574,2.725651026,2.944082737,2.886979103,2.66030097,2.676287651,105.9519348,98.00501251,131.8631897,152.8940582,133.9533997,1329.31311,1234.126221,1785.154907,1519.580566,1414.162354,15.78126144,15.76476002,15.68643761,15.54919529,15.45521927,15.09771347,15.36783791,15.68461132,15.75683403,15.58376884,15.31466866,15.51069641,144.1152344,2774.941406,5338.758789,4969.444824,5073.125977,5710.106445,16570.19922,19532.01563,22907.66992,26434.75391,29963.10156,770.4790039,908.1971436,1065.157837,1229.15979,1393.220459,14.78731346,14.13703537,16.89563179,16.61525536,16.68199539
ZZ201500000045,ZZGE61FL,ZZ,2015,45,ZZ2015DHS,131.648407,269.5110168,215.3309937,299.5558472,349.3606567,33.37670517,28.6234684,43.18749237,39.0642395,40.95175934,24.55397415,25.12434006,25.87340355,25.56503487,25.78187943,12.07599831,11.83398438,12.02621555,10.82261276,10.97009563,NA,676.3828125,0.462784469,0.442922741,0.469011813,0.474034578,0.469301462,0,0,0,0,0,33.54789352,14,0,0.033406138,0.031616762,0.283010185,0.47262764,0.568293154,21.87584114,22.60633278,23.12620735,23.28517342,22.6086998,0.004178929,4.351608276,1.056505322,0.230047181,0.00926122,0.518093765,0.506710947,0.418977559,0.29602313,0.349067152,0.622558713,0.548579276,0.405163258,0.254735529,0.3476125,30.41558266,31.03185844,30.70282173,29.55264854,29.26072121,24.35112953,25.08741379,24.67079163,24.11775208,23.74396706,18.33958435,19.19787407,18.67660522,18.73003387,18.29062462,0,19.19770813,20.0883255,20.37901115,21.00531387,19.43551826,3.050954819,3.271701336,3.248046875,2.960590363,2.946527719,101.8308182,93.64743805,140.2750092,115.6532135,120.6654968,2303.873779,2194.331299,2441.247559,2463.68457,2345.16333,23.44288826,23.46016312,23.52513885,23.68178749,23.47016335,22.76127243,22.43195915,22.63128281,22.74088669,22.97930527,22.83461189,23.10038757,172.2421875,36.75092697,53.82463074,53.64459229,53.42603683,59.09412766,237.7279053,280.2202454,328.6497803,379.2518311,429.8720703,11.05232239,13.02785397,15.27941513,17.63197899,19.98538971,12.52371025,11.95281219,13.74053764,13.3397131,13.65832043
ZZ201500000046,ZZGE61FL,ZZ,2015,46,ZZ2015DHS,14142.16895,21985.25,19216.71484,30474.83398,31819.69531,40.81567764,34.59160233,47.4130249,52.32216644,52.24744034,24.0447731,24.21038246,24.35631943,23.83073044,24.24565506,11.94921875,11.70551205,11.90559864,10.86011314,10.68498325,NA,1852.188354,0.465789944,0.509512961,0.535964429,0.50212431,0.493484199,0,0,0,0,0,32.45600891,14,0,0.012277587,0.009375238,0.285998404,0.240952149,0.436029881,18.56093025,18.50800323,18.76666641,17.73157883,18.69739151,0.095663249,55.75331879,3.776296377,3.72671771,0.085479125,0,0,0,0,0,0,0,0,0,0,24.65928841,25.35711861,24.90277863,23.78585052,23.51475716,18.66046143,19.47929764,18.92508698,18.34288216,18.1481781,12.71006966,13.65160656,12.99717903,12.92573833,12.82977486,0,13.07708645,12.80562496,13.17701435,11.63243103,13.14912891,2.73007822,2.940972328,2.889453173,2.668576479,2.672135592,111.4299927,101.7329407,136.9976959,139.6256866,139.6122437,1190.15564,1155.73877,1546.408447,1419.13855,1325.556641,16.29392815,16.28037834,16.27470016,16.19873619,15.9878149,15.61001396,15.869874,16.25602913,16.25600052,16.16854668,15.87984371,15.94503212,9.961914063,3413.219727,4182.822266,4393.456543,5772.249023,5706.442383,3109.308594,3655.261719,4275.922363,4922.008301,5565.592285,144.5880127,169.9757385,198.8374939,228.8815613,258.8092957,14.5687933,13.90577602,16.78655052,15.92026901,16.40387917
ZZ201500000047,ZZGE61FL,ZZ,2015,47,ZZ2015DHS,178.2030792,192.1385345,301.592926,241.9828644,258.8613892,30.28261948,28.06966782,28.27788353,34.4593544,35.77202988,31.11643982,29.71930504,29.4327774,29.224617,30.19611168,12.59978294,12.2827692,12.52013874,11.40716171,11.35581589,NA,570.515625,0.373280853,0.412182122,0.424531788,0.422320664,0.425817758,0,0,0,0,0,20,11,0,0.039404895,0.038476907,0.275767446,0.457614541,0.537312329,25.5639019,25.25876808,25.12513924,24.82718658,25.59052086,0.000944361,4.816614628,0.460395515,0.411543757,0.002969158,0.511766136,0.539723217,0.516014814,0.49270907,0.329404354,0.602232456,0.638203144,0.588660538,0.527093947,0.317198187,31.03329086,31.79961014,31.20373344,30.27686691,29.71171951,24.71493149,25.63589478,24.92222214,24.5493927,24.01432419,18.43350792,19.51683998,18.68359375,18.8697052,18.35590363,0,20.01136398,20.79822922,20.81749916,20.42975616,20.98493004,3.334244728,3.592751741,3.549088717,3.292274475,3.194140673,100.9696579,100.8473587,100.3607254,113.4496536,114.2608948,1377.394897,1327.8125,1181.311157,1580.707275,1361.183594,24.15454865,24.40382576,24.62267303,24.55308723,24.79810143,24.03611565,23.97544861,24.69709015,24.85464859,24.45555115,23.86141014,23.92369461,220.2802734,33.920681,35.47249603,53.51964188,44.46182632,45.15392685,285.0515442,331.0002747,382.4263306,434.7381287,485.428009,13.29174042,15.43429565,17.83225441,20.27151489,22.63514519,10.56671429,10.33680534,11.61992073,11.53728294,11.57436657
ZZ201500000048,ZZGE61FL,ZZ,2015,48,ZZ2015DHS,28241.33203,32241.23438,29820.69727,34987.36328,37729.01563,30.22200394,26.68133545,35.93242264,38.826931,40.91827393,28.95282745,26.93425941,27.88381958,28.16209412,27.70407104,12.54040813,12.27676487,12.48793411,11.48446178,11.13609695,1,1722.02832,0.323039025,0.362523496,0.350976348,0.347819209,0.34525314,0,0,0,0,0,34.84672165,11,3.191761255,0.012039624,0.016304655,0.524367869,0.621110678,0.096428633,21.58774567,20.96274757,21.36134338,21.68292809,21.59047699,34.37796021,27.57004738,94.75262451,6.720503807,2.525155783,0.219366893,0.04562718,0.086733647,0.076521404,0.06369555,0.164479062,0.02308156,0.04759308,0.041824136,0.035685316,26.37957191,27.01449776,26.60209846,25.73732567,25.36623383,20.08153915,20.85118675,20.32931137,19.971035,19.77122498,13.83916378,14.73773193,14.1141634,14.25286484,14.23013592,1.467482209,14.22266388,14.99123859,14.83886623,15.20376205,15.47688198,3.020876884,3.229861259,3.168996096,3.007335186,2.953920841,91.29695129,86.17700958,113.8697052,116.7655945,120.8693466,994.4607544,1040.280396,1299.04248,1202.449219,1429.961914,19.16934204,19.0090332,18.97961998,18.85588264,18.75573349,18.54810524,19.01868248,19.86467171,19.81913567,19.22856522,18.54848862,18.96594048,30.24511719,2428.905273,2748.352295,2750.286133,2833.547119,2897.74292,27775.43164,28780.70703,30196.60742,31098.82813,31573.20508,1292.378296,1339.153198,1405.034424,1447.014404,1469.086914,14.01808071,13.61949635,15.78979301,15.40393066,16.4197197
ZZ201500000049,ZZGE61FL,ZZ,2015,49,ZZ2015DHS,1607.75061,1722.813599,1821.944092,2009.254395,2264.828369,40.7558136,34.38466644,51.00279999,46.02569962,47.01370239,26.53560448,26.62872696,26.82570648,26.06457138,26.90094948,11.68161201,11.34539986,11.6047163,10.02300358,10.42850113,NA,576.0517578,0.488878906,0.527686894,0.515466273,0.551399946,0.561991453,0,0,0,0,0,22.23392105,15,0,0.0418262,0.034376018,0.280602157,0.47892487,0.575396359,23.09135818,23.12681007,23.82896423,23.39515495,24.00072098,0.003998313,8.676861763,0.844706535,0.422463387,0.011712317,0.551251769,0.559141695,0.529776692,0.417468041,0.383877069,0.725987971,0.752287745,0.650895357,0.421844333,0.410888612,30.45341492,30.95503426,30.76503181,29.54337502,29.30185127,24.58237839,25.26047516,24.9366169,24.50533867,24.06297874,18.7718029,19.60963631,19.16031647,19.52037048,18.87335014,0,19.64710999,19.62489128,20.83222198,20.72574043,21.10049248,2.940972328,3.130193949,3.160517931,2.87123847,2.827126741,119.8617249,107.6306763,161.1952667,132.1507568,132.9136963,2076.443359,2039.651489,2113.59668,2095.06958,2007.809814,23.9828186,24.08909225,24.21390533,24.29968643,24.12086296,23.48596764,23.06886864,23.33815956,23.61673927,23.80069923,23.5980587,23.74360275,172.9326172,260.4602051,318.0647583,321.9216614,369.1795349,395.0604858,138.7063446,161.065033,186.0890045,211.5439606,236.2096863,6.449549675,7.489181042,8.652742386,9.836343765,10.98324776,11.94929695,11.38519669,13.08713055,12.70150471,12.73954868
ZZ201500000050,ZZGE61FL,ZZ,2015,50,ZZ2015DHS,254.8590393,336.726593,354.1847534,485.473114,594.8505859,44.23585892,37.73903275,46.24729156,48.13176346,55.14664841,20.39685631,20.46766281,20.6991787,20.57347298,20.41424942,11.50794315,11.20338535,11.44509506,10.32644653,10.15798664,1,1839.004883,0.397734642,0.38692373,0.408539176,0.394002676,0.409182549,0.006047453,0.025096932,0.010280671,0.013304397,0.006349826,29.24490547,12,0,0.01176268,0.010536441,0.236201078,0.513325751,0.172185346,16.38209343,16.77656555,16.9960537,16.30238342,16.65221214,0.032361034,15.12683201,0.97828263,0.7166785,0.01017522,0.401971459,0.317619115,0.330500513,0.245040953,0.192817807,0.384754717,0.265560448,0.286544889,0.187251851,0.145260379,25.00756645,25.59833717,25.18857002,24.15289497,23.76445389,19.23305893,19.96796989,19.43489647,18.96504784,18.65750885,13.49962425,14.39495182,13.74347591,13.82644653,13.60646725,0,12.3673296,13.08546734,13.29292774,12.03129673,12.89017487,2.792375565,3.006365776,2.971701384,2.766232729,2.72738719,123.52314,113.4573364,137.433136,133.1436615,150.4062653,1858.148315,1806.816895,1925.116821,1963.75061,1570.740723,17.3216629,17.36419487,17.42409515,17.4361763,17.37079239,16.84756851,16.80220985,17.5475502,17.94997215,17.61879539,17.1873455,17.2526474,210.4863281,58.16875076,63.01623917,79.9644928,94.08415985,109.324028,620.4772949,703.0571289,792.6287842,879.2442627,958.0020142,28.8842392,32.72846603,36.89817429,40.93026733,44.59656906,14.64104366,14.0284729,16.2495842,15.60272026,16.49939728
